schema,uuid,id,gmd:title,gmd:MD_Metadata,originator,publisher,keywords_theme,link_no_protocol,keywords_place,link_information,link_download,link_service_esri,link_invalid_protocol,link_service_wms
iso19139,320ed3f2-b166-4805-9f53-a83933f9c83d,14958,Captive Hazardous Waste Operations,"A Captive Hazardous Waste Operation is a DEP primary facility type related to the Waste Management Hazardous Waste Program. The sub-facility types related to Captive Hazardous Waste Operations that are included in eMapPA are: Boiler/Industrial Furnace, Disposal Facility, Hazardous Generator, Incinerator, Recycling Facility, Storage Facility, and Treatment Facility._______Captive Hazardous Waste Operation Sub-Facility Types Boiler or Industrial Furnace: Facility permitted by DEP to burn or process hazardous waste generated onsite, to recover thermal energy, or to accomplish recovery of materials in association with a manufacturing process. Disposal Facility: Facility permitted by DEP to dispose of hazardous waste generated onsite by incineration, or by intentionally placing the waste in or on land or water in specially designed and constructed containment units where the waste will remain after closure of the facility. Hazardous Generator: A site where hazardous waste is first produced. The hazardous waste may be accumulated onsite at this facility for a prescribed limited amount of time (usually between 90 and 270 days) without first obtaining a storage permit from the Department, as long as it is done in accordance with prescribed standards. Incinerator: Facility permitted by DEP to burn or thermally combust hazardous waste generated onsite in an enclosed device using controlled flame. Devices meeting the criteria for classification as a boiler, industrial furnace, carbon regeneration unit, or sludge dryer are not incinerators. Recycling Facility: Facility permitted by DEP to treat hazardous waste generated onsite, making it suitable for upcoming recovery of a usable product or material. Storage Facility: Facility permitted by DEP to hold hazardous waste generated onsite for a temporary period (not to exceed one year). At the end of that period the hazardous waste is treated, disposed of, or stored elsewhere. Facilities accumulating hazardous wastes generated onsite in accordance with prescribed generator accumulation standards for a prescribed limited amount of time (usually between 90 and 270 days) are NOT storage facilities. Treatment Facility: Facility permitted by DEP to change the physical, chemical or biological character or composition of hazardous waste that is generated onsite. The purpose is to neutralize the waste or to render the waste non-hazardous, safer for transport, suitable for recovery, suitable for storage, or reduced in volume.",Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,"efacts, waste, hazardous, Captive Hazardous Waste Operation, CAHWO###environment",http://www.pasda.psu.edu/,,,,,,
iso19139,24d1e769-00bc-4c5e-981b-17403cbdba81,15027,Allegheny County Parcels,Boundary outlines of individual properties in Allegheny County.,Allegheny County Division of Computer Services Geographic Information Systems Group,,planning Cadastre###economy###boundaries,http://www.pasda.psu.edu,Southwest PA###Duquesne###McKeesport###Pittsburgh###Clairton###Allegheny County###PA,,,,,
iso19139,3b8d4291-a4ab-4fd4-aac0-508df21c0671,11785,"Soil Survey Geographic (SSURGO) database for Bath County, Virginia","This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.","U.S. Department of Agriculture, Natural Resources Conservation Service","U.S. Department of Agriculture, Natural Resources Conservation Service",SSURGO###soil survey###Soil Survey Geographic###soils,,Minnehaha Springs Quadrangle###Healing Springs Quadrangle###Bath Alum Quadrangle###Millboro Quadrangle###Paddy Knob Quadrangle###Rucker Gap Quadrangle###Burnsville Quadrangle###Nimrod Hall Quadrangle###Green Valley Quadrangle###Virginia###Craigsville Quadrangle###Falling Spring Quadrangle###Longdale Furnace Quadrangle###Bath County###Mountain Grove Quadrangle###Deerfield Quadrangle###Williamsville Quadrangle###Warm Springs Quadrangle,,,,,
iso19139,cb33adc5-e2cb-4215-a825-0d19bc37b25d,11530,Coal Pillar Location-Oil & Gas,Coal Pillar Locations are pillars of coal that must remain in place to provide support for an oil and gas well on the surface.,Pennsylvania Department of Environmental Protection,Pennsylvania Department of Environmental Protection,"efacts, oil, gas, oil & gas, Coal Pillar Location-O&G, coal pillar###environment",ftp://www.pasda.psu.edu/pub/pasda/dep/,Pennsylvania,,,,,
iso19139,fa87c64a-16d7-4b3b-b117-d06681541521,9946,Ouray National Wildlife Refuge Vegetation Mapping Project Vegetation Coverage,"This metadata is for the vegetation land-cover and land-use spatial database created at/for Ouray National Wildlife Refuge, Utah.","Remotes Sensing and GIS Group, Denver, Colorado",,National Wildlife Refuge###Land Use###Vegetation###Land Cover###Fish and Wildlife Service,,Ouray###Utah###Green River###Unita Basin,,,,,
iso19139,c2d4aa10-575d-4c90-8584-ca1b2038c1fd,14279,Rural Health Clinics,PA Rural Health Clinics from the PA Dept of Health's quality assurance database. Current as of 1/5/2012.,,,health,http://www.pasda.psu.edu/,,,,,,
iso19139,dba3f679-892a-4506-b726-2c8d52885fa9,13686,7.5 minute digital elevation models (DEM) for West Virginia (30 meter),"Digital Elevation Model (DEM) is the terminology adopted by the USGS to describe terrain elevation data sets in a digital raster form. The standard DEM consists of a regular array of elevations cast on a designated coordinate projection system. The DEM data are stored as a series of profiles in which the spacing of the elevations along and between each profile is in regular whole number intervals. The normal orientation of data is by columns and rows. Each column contains a series of elevations ordered from south to north with the order of the columns from west to east. The DEM is formatted as one ASCII header record (A-record), followed by a series of profile records (B-records) each of which include a short B-record header followed by a series of ASCII integer elevations per each profile. The last physical record of the DEM is an accuracy record (C-record). 7.5-minute DEM (30- by 30-meter data spacing, cast on Universal Transverse Mercator (UTM) projection). Provides coverage in 7.5- by 7.5-minute blocks. Each product provides the same coverage as a standard USGS 7.5-minute quadrangle without over edge. Coverage is for the Contiguous United States, Hawaii, and Puerto Rico.",U.S. Geological Survey,U.S. Geological Survey,DEM###altitude###elevation###digital terrain model###digital elevation model###imageryBaseMapsEarthCover###hypsography,http://www.pasda.psu.edu,West Virginia,,,,,
iso19139,2f8b10dd-cd56-4988-81af-073ec05ad918,13579,Plugged Conservation Wells,"TThe plugged conservation well layer identifies the permitted surface location of oil and gas conservation wells that have been plugged. A conservation well is any well which penetrates the Onondaga horizon, or in those areas in which the Onondaga horizon is nearer to the surface than thirty-eight hundred feet, any well which exceeds a depth of thirty-eight hundred feet beneath the surface.",PA DEP,PA DEP,Plugged Conservation Wells###structure###Oil and Gas Location###conservation###well###Onondaga###facilities###wells###eFacts###Oil###Oil and Gas###Plugged Conservation Well###conservation well###Gas###conservation wells###Plugged,http://www.pasda.psu.edu/,Pennsylvania###PA,,,,,
iso19139,d7727044-f675-46b1-8278-aa9c22e1d4f9,12968,Portable Xray,PA Portable X-ray from the PA Dept of Health's quality assurance database. Current as of 8/26/2009.,Steve Rosenberry,,Portable x-ray,http://www.pasda.psu.edu,,,,,,
iso19139,fe9c1de9-5367-441f-91f7-00bced6a6a5c,10477,Psychiatric Residential Treatment Facilities,PA Psychiatric Residential Treatment Facilities from the PA Dept of Health's quality assurance database. Current as of 8/4/2010.,Steve Rosenberry,,Psychiatric residential treatment facilities,http://www.pasda.psu.edu,,,,,,
iso19139,e375054a-0128-47ff-a406-ebd08fddccb2,14762,Allegheny County - Street Centerlines 201510,"This dataset contains street centerlines for vehicular and foot traffic in Allegheny County. Street Centerlines are classified as Primary Road, Secondary Road, Unpaved Road, Limited Access Road, Connecting Road, Jeep Trail, Walkway, Stairway, Alleyway and Unknown. Modified by GDR for the Allegheny County CAD project, October 2008. Data is updated by County staff as changes and corrections are found, on a continuous basis. Updates are sent to PASDA monthly.","Allegheny County Division of Computer Services Geographic Information Systems Group; Modified by GDR for the Allegheny County CAD project, October 2008.",,transportation###STREET CENTERLINE,http://www.pasda.psu.edu/,,,,,,
